Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2009,2009,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2010,2010,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2011,2011,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2012,2012,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2013,2013,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2014,2014,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2015,2015,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2016,2016,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2017,2017,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2018,2018,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1929.06,"Agave fibres, raw, n.e.c.",2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1984,1984,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1985,1985,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1986,1986,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1987,1987,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1988,1988,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1989,1989,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1990,1990,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1991,1991,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1992,1992,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1993,1993,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1994,1994,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1995,1995,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1996,1996,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1997,1997,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1998,1998,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",1999,1999,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2000,2000,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2001,2001,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2002,2002,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2003,2003,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2004,2004,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2005,2005,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2006,2006,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2007,2007,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2008,2008,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2009,2009,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2010,2010,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2011,2011,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2012,2012,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2013,2013,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2014,2014,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2015,2015,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2016,2016,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2017,2017,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2018,2018,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1371,"Almonds, in shell",2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1984,1984,t,1100,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1985,1985,t,1480,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1986,1986,t,1000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1987,1987,t,1467,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1988,1988,t,1000,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1989,1989,t,1618,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1990,1990,t,843,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1991,1991,t,207,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1992,1992,t,50,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1993,1993,t,129,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1994,1994,t,180,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1995,1995,t,674,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1996,1996,t,68,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1997,1997,t,34,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1998,1998,t,129,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1999,1999,t,41,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2000,2000,t,40,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2001,2001,t,75.16,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2002,2002,t,71.74,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2003,2003,t,66.77,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2004,2004,t,40,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2005,2005,t,40,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2006,2006,t,50,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2007,2007,t,40,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2008,2008,t,50,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2009,2009,t,45,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2010,2010,t,46.83,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2011,2011,t,47.17,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2012,2012,t,47.33,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2013,2013,t,46.25,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2014,2014,t,47.17,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2015,2015,t,50.36,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2016,2016,t,56.99,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2017,2017,t,51.51,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2018,2018,t,,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1984,1984,t,54376,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1985,1985,t,45105,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1986,1986,t,40201,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1987,1987,t,26492,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1988,1988,t,45000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1989,1989,t,52000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1990,1990,t,70000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1991,1991,t,55000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1992,1992,t,83000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1993,1993,t,80000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1994,1994,t,37500,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1995,1995,t,30000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1996,1996,t,18000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1997,1997,t,33000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1998,1998,t,29000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,1999,1999,t,32000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2000,2000,t,25000,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2001,2001,t,20000,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2002,2002,t,18800,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2003,2003,t,32100,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2004,2004,t,35307,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2005,2005,t,35307,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2006,2006,t,31779,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2007,2007,t,32000,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2008,2008,t,28958.06,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2009,2009,t,27513.16,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2010,2010,t,24190,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2011,2011,t,25735,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2012,2012,t,18731,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2013,2013,t,31184,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2014,2014,t,35371,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2015,2015,t,35647,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2016,2016,t,36470,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2017,2017,t,20496,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2018,2018,t,32650,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2019,2019,t,25210,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2020,2020,t,40020,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2021,2021,t,30560,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2022,2022,t,41030,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1341,Apples,2023,2023,t,24450,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1984,1984,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1985,1985,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1986,1986,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1987,1987,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1988,1988,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1989,1989,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1990,1990,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1991,1991,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1992,1992,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1993,1993,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1994,1994,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1995,1995,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1996,1996,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1997,1997,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1998,1998,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,1999,1999,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2000,2000,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2001,2001,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2002,2002,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2003,2003,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2004,2004,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2005,2005,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2006,2006,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2007,2007,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2008,2008,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2009,2009,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2010,2010,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2011,2011,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2012,2012,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2013,2013,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2014,2014,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2015,2015,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2016,2016,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2017,2017,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2018,2018,t,0,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2019,2019,t,0,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2020,2020,t,0,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2021,2021,t,0,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1343,Apricots,2022,2022,t,0,A,Official figure,
